,HOUSEHOLD_X,HOUSEHOLD_Y,HOUSEHOLD_TYPE,WORKPLACE_X,WORKPLACE_X,WORKPLACE_TYPE
59531,205,227,14,272,233,7
59532,212,189,14,282,250,23
59533,179,220,37,200,186,17
59534,298,352,14,325,272,17
59535,279,271,14,446,286,6
59536,190,235,14,213,206,10
59537,203,287,14,308,254,6
59538,210,214,14,298,273,30
59539,182,190,12,210,172,44
59540,274,129,14,270,124,10
59541,207,161,14,291,232,6
59542,318,358,14,187,192,7
59543,242,352,14,268,236,10
59544,346,277,37,225,198,15
59545,211,201,14,290,245,7
59546,197,256,14,304,272,25
59547,210,270,14,486,100,17
59548,338,198,14,290,266,24
59549,192,230,14,205,164,2
59550,307,241,14,237,234,10
59551,194,248,14,290,234,23
59552,182,249,14,319,362,17
59553,299,68,14,351,245,17
59554,317,367,14,213,186,23
59555,204,260,14,162,314,17
59556,202,233,14,291,119,23
59557,300,91,14,108,315,25
59558,421,130,12,295,256,8
59559,214,343,14,306,358,6
59560,304,246,14,305,206,24
59561,177,216,14,299,289,23
59562,211,248,14,288,230,23
59563,71,59,14,308,234,22
59564,206,205,14,351,245,17
59565,223,338,14,215,219,10
59566,207,217,14,339,226,20
59567,217,122,14,237,307,10
59568,316,236,37,342,282,17
59569,241,315,11,286,256,20
59570,192,149,14,261,242,10
59571,250,67,12,256,386,8
59572,305,126,14,273,273,10
59573,313,246,14,289,243,10
59574,292,141,12,287,379,6
59575,320,85,12,240,381,25
59576,239,224,14,256,386,8
59577,216,198,14,253,176,24
59578,211,224,14,255,152,24
59579,280,98,14,259,190,10
59580,212,184,14,237,307,10
59581,310,241,37,282,181,8
59582,320,359,14,192,236,8
59583,281,239,14,291,254,33
59584,85,17,12,268,135,3
59585,123,316,14,267,247,30
59586,232,339,14,246,138,10
59587,302,357,14,253,339,17
59588,325,338,14,131,164,17
59589,305,305,14,291,130,23
59590,295,309,14,342,220,6
59591,213,174,14,253,182,24
59592,207,226,14,265,216,10
59593,241,304,14,176,244,17
59594,319,317,14,337,359,1
59595,250,71,14,274,219,16
59596,344,330,37,345,358,17
59597,224,188,14,271,240,46
59598,245,220,14,291,258,8
59599,244,308,14,249,161,3
59600,223,230,14,290,227,6
59601,320,304,14,282,250,23
59602,310,240,14,291,291,7
59603,302,325,12,311,255,10
59604,311,226,12,390,193,6
59605,306,332,14,244,189,10
59606,215,175,14,265,71,6
59607,283,104,14,272,233,7
59608,272,91,14,260,299,7
59609,169,233,14,258,95,46
59610,206,219,14,291,259,10
59611,201,186,14,314,267,10
59612,250,168,14,274,175,24
59613,298,96,14,151,224,8
59614,201,267,14,282,238,16
59615,302,129,14,269,204,20
59616,192,134,12,269,144,10
59617,201,234,14,252,73,20
59618,356,192,14,238,233,6
59619,296,90,12,330,282,17
59620,205,254,14,229,227,38
59621,295,46,14,288,268,21
59622,179,154,12,299,246,30
59623,203,206,14,334,313,17
59624,179,244,14,235,251,17
59625,302,240,14,291,231,7
59626,210,92,12,171,157,17
59627,203,224,14,122,229,17
59628,198,203,14,194,185,7
59629,277,103,14,359,334,18
59630,206,257,14,212,258,25
59631,256,235,14,280,238,7
59632,195,220,14,321,325,9
59633,316,128,14,302,271,8
59634,240,228,14,302,237,46
59635,240,200,14,238,325,17
59636,195,259,14,246,130,24
59637,334,115,12,245,207,10
59638,329,205,14,278,240,7
59639,215,215,14,284,243,30
59640,284,247,14,226,186,24
59641,319,221,12,237,103,10
59642,273,256,14,350,245,25
59643,276,393,14,277,116,23
59644,299,269,14,264,341,16
59645,188,151,14,321,335,10
59646,302,223,37,188,172,8
59647,282,101,14,298,133,6
59648,289,134,14,274,200,10
59649,226,203,14,322,205,33
59650,346,173,14,224,208,9
59651,221,212,14,292,242,30
59652,210,309,14,246,187,20
59653,209,204,14,174,223,17
59654,268,408,14,260,389,17
59655,272,71,37,176,154,6
59656,314,358,14,287,221,21
59657,321,341,14,290,115,23
59658,247,218,14,236,401,17
59659,300,40,14,346,198,20
59660,296,237,14,362,316,17
59661,315,354,14,226,186,24
59662,280,99,14,497,111,10
59663,222,95,37,191,169,33
59664,222,341,14,308,337,10
59665,329,365,14,315,337,17
59666,85,25,12,276,218,16
59667,275,273,14,229,227,10
59668,246,360,14,286,263,23
59669,283,254,14,218,207,16
59670,303,302,14,302,135,33
59671,184,185,14,321,368,17
59672,317,344,14,254,89,33
59673,324,357,14,257,60,20
59674,300,124,14,273,239,1
59675,201,202,14,332,238,6
59676,237,198,14,234,103,24
59677,79,3,14,234,94,24
59678,320,337,14,364,299,6
59679,184,204,14,360,199,6
59680,175,334,12,287,225,23
59681,252,259,12,275,100,16
59682,295,273,14,298,257,30
59683,257,67,14,299,240,6
59684,247,175,14,248,349,6
59685,316,286,14,266,333,10
59686,70,62,14,345,333,17
59687,204,218,14,267,231,24
59688,270,42,14,246,250,7
59689,312,311,14,353,377,17
59690,217,232,14,279,223,8
59691,208,175,14,288,262,21
59692,335,319,14,267,247,10
59693,311,360,14,322,375,6
59694,351,177,37,43,55,10
59695,239,333,12,248,133,24
59696,322,198,14,240,386,13
59697,267,44,14,88,48,6
59698,278,94,14,279,279,10
59699,240,224,14,297,247,33
59700,253,348,14,255,72,6
59701,347,172,14,222,196,20
59702,285,160,12,273,307,1
59703,291,37,12,311,249,10
59704,284,57,14,271,170,20
59705,79,3,14,354,342,8
59706,324,357,14,307,226,42
59707,218,206,14,279,203,20
59708,310,230,14,208,136,7
59709,89,31,12,215,223,42
59710,280,238,14,292,306,1
59711,214,331,12,320,364,18
59712,260,232,14,294,226,30
59713,213,219,14,322,251,6
59714,55,49,14,323,39,25
59715,179,272,14,109,319,25
59716,172,241,14,279,200,10
59717,356,217,12,363,256,6
59718,312,321,14,477,108,17
59719,321,300,37,116,161,42
59720,252,348,14,209,155,17
59721,237,138,14,269,323,6
59722,353,353,14,307,226,10
59723,229,327,14,305,206,17
59724,322,198,14,306,320,17
59725,165,235,37,344,334,46
59726,216,283,14,173,271,17
59727,312,235,14,303,242,23
59728,192,265,14,253,270,24
59729,218,228,14,250,386,25
59730,204,226,14,283,366,10
59731,255,345,14,271,171,7
59732,213,343,14,248,346,6
59733,222,96,37,119,301,25
59734,250,65,14,266,239,10
59735,314,121,14,50,52,0
59736,122,239,14,288,243,7
59737,216,215,14,270,235,7
59738,187,167,14,307,275,6
59739,240,212,14,214,223,42
59740,284,119,14,243,109,17
59741,317,212,14,183,247,33
59742,302,61,14,256,182,24
59743,299,58,14,288,350,17
59744,298,232,14,404,181,1
59745,315,361,14,273,236,7
59746,297,218,14,299,271,10
59747,188,305,12,246,250,7
59748,197,127,14,233,230,23
59749,185,105,37,192,133,6
59750,183,224,14,336,35,8
59751,224,194,14,319,265,6
59752,234,122,14,316,352,8
59753,275,273,14,192,241,10
59754,237,313,12,239,224,23
59755,183,199,14,322,145,1
59756,249,160,14,291,288,17
59757,249,226,14,222,224,46
59758,210,248,14,158,202,25
59759,350,195,14,194,137,33
59760,163,221,14,201,253,17
59761,201,134,14,327,344,6
59762,168,216,12,306,353,17
59763,245,346,14,194,137,33
59764,287,205,12,182,222,10
59765,219,217,14,268,95,10
59766,280,74,14,218,249,17
59767,276,101,14,289,233,7
59768,223,208,14,244,121,24
59769,297,128,14,263,240,10
59770,185,179,14,270,94,1
59771,232,121,14,247,253,10
59772,216,211,14,282,411,2
59773,174,241,14,238,233,6
59774,297,251,14,250,341,1
59775,256,347,14,244,200,17
59776,272,246,14,315,399,33
59777,134,278,14,199,187,17
59778,309,203,12,307,309,9
59779,195,248,14,250,149,24
59780,321,341,14,265,343,25
59781,340,202,12,172,219,1
59782,238,224,14,259,164,20
59783,306,118,14,274,219,16
59784,241,256,14,229,225,23
59785,338,221,12,53,55,17
59786,310,230,14,288,242,10
59787,215,183,14,191,113,6
59788,201,220,37,300,246,10
59789,218,149,37,237,307,10
59790,318,385,14,298,287,10
59791,173,193,14,238,325,17
59792,179,278,14,346,217,6
59793,248,212,14,195,386,6
59794,229,336,14,266,249,6
59795,314,277,14,275,272,24
59796,193,244,14,281,238,16
59797,213,225,14,355,227,6
59798,302,306,14,205,242,25
59799,266,364,14,346,293,9
59800,253,61,14,229,273,10
59801,222,204,14,214,223,42
59802,247,175,14,306,368,24
59803,259,62,12,230,240,16
59804,286,248,14,239,94,7
59805,87,48,14,143,261,6
59806,194,181,14,274,234,7
59807,240,331,14,241,303,24
59808,41,58,14,263,361,2
59809,186,218,14,274,231,10
59810,174,241,14,200,332,7
59811,205,245,14,320,255,8
59812,175,230,14,124,232,18
59813,198,266,14,301,245,6
59814,323,349,14,322,251,6
59815,270,172,14,232,89,24
59816,288,56,14,240,268,17
59817,293,250,14,290,249,23
59818,147,324,12,266,232,10
59819,248,210,14,279,129,10
59820,176,334,12,337,294,21
59821,303,176,14,272,238,10
59822,209,168,14,257,204,30
59823,206,225,14,277,186,10
59824,259,337,14,301,221,10
59825,325,255,14,301,245,6
59826,63,55,14,263,361,2
59827,213,334,14,200,267,10
59828,70,62,14,274,228,23
59829,106,315,14,168,215,33
59830,268,97,14,244,121,24
59831,220,181,14,246,189,24
59832,240,212,14,229,89,10
59833,308,262,14,262,345,9
59834,240,347,14,271,199,6
59835,353,380,14,307,321,25
59836,271,113,14,295,265,10
59837,231,203,14,296,252,38
59838,217,232,14,301,318,1
59839,347,120,14,259,339,42
59840,291,48,12,281,184,17
59841,78,25,12,340,331,9
59842,279,253,14,101,23,17
59843,242,197,37,244,121,24
59844,237,351,14,301,235,10
59845,342,357,14,221,215,23
59846,217,146,14,211,189,18
59847,234,333,14,89,23,17
59848,98,31,12,286,221,23
59849,324,183,12,336,181,10
59850,180,199,14,105,316,2
59851,43,51,14,119,301,25
59852,252,348,14,274,272,24
59853,223,228,14,309,216,6
59854,290,222,14,217,342,10
59855,211,221,14,274,123,28
59856,306,236,14,243,90,10
59857,287,247,14,289,263,17
59858,304,243,14,330,359,6
59859,257,65,12,218,334,1
59860,273,44,14,206,270,30
59861,211,170,37,314,389,24
59862,298,249,14,294,111,23
59863,238,250,14,280,368,17
59864,317,232,14,245,130,24
59865,216,234,14,305,361,8
59866,252,350,14,267,203,10
59867,252,212,14,212,207,10
59868,200,263,14,375,196,6
59869,221,210,14,230,237,16
59870,319,359,14,203,225,0
59871,278,234,14,207,252,17
59872,181,156,12,201,239,10
59873,274,91,12,288,228,7
59874,215,222,14,249,185,24
59875,242,215,14,316,312,24
59876,214,221,14,305,257,8
59877,182,268,14,278,251,23
59878,312,131,12,239,253,10
59879,214,322,14,292,285,8
59880,231,238,14,238,90,10
59881,237,248,14,292,323,10
59882,318,317,14,319,249,25
59883,172,241,14,298,222,44
59884,215,212,14,360,199,6
59885,291,242,14,224,208,9
59886,195,333,12,270,309,24
59887,164,189,14,322,381,17
59888,312,349,14,282,233,7
59889,65,26,12,297,251,44
59890,318,366,14,271,211,10
59891,176,294,12,255,146,24
59892,175,159,37,342,224,42
59893,204,224,14,242,160,10
59894,303,230,14,261,240,20
59895,188,303,12,287,44,10
59896,184,248,14,269,234,10
59897,222,265,14,220,218,8
59898,196,148,12,277,252,23
59899,48,46,14,300,240,8
59900,299,47,12,89,23,17
59901,71,44,12,216,320,9
59902,223,230,14,289,253,25
59903,284,93,14,168,215,33
59904,294,38,14,289,120,23
59905,224,340,14,285,237,16
59906,276,238,14,291,257,6
59907,290,180,12,250,185,24
59908,314,309,14,215,229,10
59909,304,63,12,293,221,6
59910,208,250,14,251,185,10
59911,48,45,14,257,60,20
59912,327,105,12,223,194,6
59913,245,350,14,286,237,10
59914,242,171,14,274,267,24
59915,233,315,12,304,242,25
59916,284,149,14,272,238,10
59917,225,189,14,348,267,18
59918,321,357,14,362,374,25
59919,182,195,14,245,207,10
59920,307,241,14,286,323,17
59921,309,324,14,273,246,10
59922,169,243,12,378,171,1
59923,218,214,14,227,228,33
59924,226,83,37,320,204,17
59925,279,157,14,264,294,23
59926,320,128,14,253,177,24
59927,305,232,14,298,206,17
59928,293,112,14,218,249,17
59929,307,241,14,351,194,17
59930,122,315,14,293,335,17
59931,226,284,12,272,241,16
59932,312,250,37,309,122,10
59933,217,148,14,254,148,16
59934,295,94,12,302,340,42
59935,181,242,14,362,300,4
59936,312,328,14,309,234,6
59937,231,362,14,240,102,10
59938,322,204,14,152,227,6
59939,305,357,14,245,250,10
59940,185,180,14,340,345,17
59941,318,365,14,289,173,1
59942,240,192,12,297,278,10
59943,300,148,14,328,262,6
59944,175,216,14,131,164,17
59945,309,105,12,198,160,6
59946,228,275,12,468,122,2
59947,328,100,14,291,228,10
59948,251,347,14,231,109,20
59949,204,223,14,237,105,24
59950,212,221,14,50,53,6
59951,197,116,14,257,268,25
59952,183,110,12,259,406,25
59953,332,206,14,202,241,25
59954,290,109,14,229,93,24
59955,250,177,37,297,274,30
59956,318,366,14,276,229,10
59957,287,205,12,246,86,24
59958,214,321,14,222,220,46
59959,336,274,37,283,253,23
59960,50,53,14,327,207,17
59961,216,240,14,309,122,10
59962,216,267,14,312,314,17
59963,194,252,14,295,246,21
59964,253,73,14,191,113,6
59965,244,364,14,272,223,30
59966,328,363,14,273,236,7
59967,188,177,14,299,266,25
59968,315,358,14,317,348,9
59969,184,247,14,245,164,17
59970,207,161,14,221,262,23
59971,210,260,14,213,135,8
59972,239,334,14,262,345,9
59973,244,225,14,336,170,6
59974,125,258,12,312,316,20
59975,310,241,14,340,342,17
59976,220,235,14,245,156,10
59977,297,209,14,189,274,10
59978,218,280,14,278,258,30
59979,319,221,12,285,263,10
59980,296,130,14,313,217,17
59981,236,197,14,276,228,10
59982,210,241,14,210,298,25
59983,250,341,14,222,208,10
59984,214,269,14,288,242,10
59985,182,249,14,291,244,23
59986,240,207,14,300,258,10
59987,276,95,14,256,150,24
59988,310,310,14,295,406,17
59989,205,329,12,92,59,6
59990,303,248,14,275,223,23
59991,215,239,14,278,212,20
59992,296,66,12,221,262,23
59993,254,84,14,323,300,25
59994,188,272,12,216,166,17
59995,349,173,14,341,365,17
59996,283,86,14,185,242,1
59997,329,274,37,230,91,10
59998,211,248,14,300,258,10
59999,303,220,14,261,361,17
60000,191,246,14,269,103,10
60001,352,230,37,214,332,10
60002,194,180,14,300,266,6
60003,287,105,14,63,56,6
60004,306,303,14,319,398,25
60005,303,232,14,306,368,24
60006,188,207,14,95,390,6
60007,144,261,37,285,239,10
60008,207,227,14,101,23,17
60009,330,197,12,413,200,1
60010,240,221,14,282,404,2
60011,301,37,14,208,136,7
60012,302,141,12,209,216,6
60013,316,359,14,319,229,10
60014,305,206,14,233,275,24
60015,218,290,14,299,289,23
60016,212,203,14,220,218,8
60017,183,188,14,272,256,10
60018,172,242,37,239,377,6
60019,205,283,14,226,251,30
60020,288,231,14,317,233,30
60021,276,47,14,282,251,6
60022,190,249,14,246,91,24
60023,270,120,14,206,260,8
60024,199,233,14,229,225,23
60025,229,280,14,273,386,6
60026,252,343,14,274,200,10
60027,299,405,14,260,177,8
60028,277,132,14,274,267,24
60029,222,173,14,225,267,16
60030,290,249,14,275,272,10
60031,189,257,14,226,250,30
60032,193,149,12,362,314,17
60033,343,199,14,373,197,25
60034,239,192,12,230,104,17
60035,213,264,14,194,137,33
60036,308,104,14,249,131,16
60037,207,227,14,288,240,10
60038,236,256,14,320,204,17
60039,340,277,37,351,247,17
60040,239,353,14,184,240,30
60041,287,205,12,349,267,18
60042,219,342,14,93,327,24
60043,305,392,14,277,253,33
60044,278,131,14,294,238,10
60045,213,319,14,204,251,38
60046,307,210,14,270,309,24
60047,305,243,14,278,206,10
60048,297,409,14,339,226,20
60049,285,183,14,274,265,7
60050,298,41,14,210,172,44
60051,289,265,14,167,177,25
60052,325,258,37,279,203,23
60053,220,193,14,270,63,9
60054,279,203,14,249,399,25
60055,282,155,14,192,236,17
60056,298,324,14,192,201,8
60057,198,329,14,277,122,16
60058,294,80,12,288,270,46
60059,301,306,14,248,253,25
60060,243,209,14,290,93,16
60061,317,369,14,267,233,10
60062,229,122,14,214,332,10
60063,214,323,14,223,186,24
60064,301,266,37,324,318,25
60065,305,31,12,302,96,17
60066,317,359,14,341,325,16
60067,215,334,14,297,263,6
60068,317,367,14,291,244,23
60069,185,153,12,236,178,1
60070,299,47,12,234,117,6
60071,68,25,14,355,342,6
60072,208,168,14,260,178,3
60073,293,222,14,294,238,10
60074,345,220,14,285,271,46
60075,246,230,14,328,206,46
60076,185,240,14,138,274,6
60077,239,213,14,256,165,24
60078,286,99,14,312,298,25
60079,217,224,14,229,89,24
60080,188,106,12,223,210,23
60081,231,228,14,208,316,25
60082,221,249,14,183,248,33
60083,269,325,12,282,184,10
60084,73,49,12,300,236,23
60085,211,203,14,320,255,8
60086,364,182,14,255,177,24
60087,305,237,14,287,44,10
60088,238,172,14,151,240,17
60089,313,115,14,285,259,10
60090,210,198,14,99,27,6
60091,275,273,14,343,202,30
60092,307,234,14,323,321,10
60093,293,216,37,288,262,21
60094,285,127,14,457,131,16
60095,320,251,14,292,263,23
60096,328,368,14,305,206,17
60097,285,160,12,239,339,25
60098,178,186,14,160,249,6
60099,267,43,12,240,100,24
60100,211,270,14,296,300,38
60101,280,261,14,288,259,25
60102,290,207,14,280,404,17
60103,248,225,37,463,198,17
60104,275,46,14,243,200,6
60105,282,133,14,203,145,7
60106,190,232,14,340,232,6
60107,212,221,14,262,231,6
60108,321,319,14,282,184,10
60109,237,120,14,324,214,17
60110,228,275,12,278,245,23
60111,251,397,14,280,200,10
60112,244,225,14,292,239,7
60113,304,134,14,199,153,17
60114,250,367,14,267,240,10
60115,221,168,37,239,137,17
60116,55,51,14,353,377,17
60117,269,68,11,307,389,9
60118,319,381,14,152,227,6
60119,287,384,14,192,241,10
60120,307,93,14,354,374,17
60121,272,246,14,266,231,10
60122,208,210,14,275,229,23
60123,316,59,37,245,391,6
60124,304,355,14,229,100,8
60125,167,223,14,203,268,17
60126,201,208,14,305,240,30
60127,203,237,14,319,398,25
60128,203,200,14,277,114,8
60129,188,272,12,200,218,25
60130,290,207,14,230,89,10
60131,311,360,14,322,388,17
60132,96,47,12,282,227,23
60133,282,240,14,302,237,46
60134,225,204,14,247,404,17
60135,207,231,14,152,236,17
60136,197,158,12,272,229,7
60137,299,351,14,303,252,9
60138,282,229,14,272,153,10
60139,81,19,12,277,122,16
60140,301,134,14,236,175,25
60141,246,230,14,329,318,17
60142,162,222,14,262,235,24
60143,199,121,12,318,398,6
60144,186,107,12,221,89,17
60145,185,259,14,272,238,10
60146,302,223,37,277,123,10
60147,181,179,14,214,207,8
60148,239,213,14,301,238,8
60149,163,218,14,138,246,25
60150,219,334,12,298,224,46
60151,199,222,37,153,149,24
60152,277,50,14,153,224,8
60153,286,123,14,228,208,10
60154,245,307,12,263,250,24
60155,197,250,37,247,156,10
60156,65,60,14,340,363,1
60157,208,169,14,185,172,30
60158,231,266,12,204,229,10
60159,245,349,14,302,243,6
60160,306,110,12,245,89,10
60161,86,47,12,322,388,17
60162,305,206,14,256,146,24
60163,220,247,14,461,99,17
60164,274,243,37,276,228,7
60165,300,79,12,333,198,0
60166,211,347,14,231,99,24
60167,312,131,12,320,257,42
60168,236,111,14,216,347,6
60169,307,246,14,280,200,10
60170,254,344,14,192,129,10
60171,187,229,14,304,203,2
60172,207,231,14,282,233,7
60173,308,235,14,286,241,7
60174,311,56,14,181,259,25
60175,248,226,14,54,51,7
60176,249,154,14,200,239,24
60177,272,251,14,323,392,10
60178,200,263,14,238,173,17
60179,237,196,14,207,261,10
60180,290,256,12,271,211,10
60181,200,178,14,233,211,7
60182,195,143,12,237,93,24
60183,296,112,14,282,184,10
60184,215,207,14,291,258,8
60185,212,237,14,333,198,0
60186,251,395,14,268,280,20
60187,292,127,14,234,117,6
60188,200,214,14,202,217,10
60189,311,111,12,242,161,13
60190,48,45,14,305,230,1
60191,162,329,12,215,217,0
60192,365,183,14,298,289,23
60193,241,217,14,276,188,10
60194,297,269,14,282,184,10
60195,300,232,14,291,246,38
60196,46,60,14,288,249,23
60197,162,339,12,290,172,38
60198,244,353,14,279,202,10
60199,203,131,12,310,249,42
60200,335,327,37,304,238,17
60201,299,63,14,312,316,20
60202,258,354,14,237,229,10
60203,203,203,14,281,236,16
60204,301,217,14,223,304,46
60205,230,230,14,270,211,24
60206,211,378,12,288,261,6
60207,81,18,12,290,284,24
60208,290,207,14,286,249,44
60209,212,281,14,291,168,1
60210,223,230,14,207,351,17
60211,207,221,14,242,90,10
60212,203,216,14,229,237,20
60213,48,45,14,240,256,10
60214,344,198,14,471,127,17
60215,305,236,14,223,263,8
60216,183,198,14,206,307,6
60217,189,141,14,319,293,27
60218,198,198,14,281,172,20
60219,350,178,14,265,206,20
60220,219,279,14,56,57,6
60221,204,345,14,258,181,10
60222,251,249,14,245,130,24
60223,205,321,12,327,275,6
60224,203,203,14,259,234,20
60225,188,348,12,280,404,17
60226,214,210,14,330,282,17
60227,235,228,14,283,272,46
60228,216,307,14,362,298,17
60229,217,217,14,307,402,17
60230,251,215,14,300,275,6
60231,220,212,14,272,241,30
60232,230,278,12,351,263,18
60233,281,89,14,188,172,8
60234,176,230,14,288,225,23
60235,201,105,12,287,261,8
60236,314,236,14,246,89,24
60237,287,122,14,218,208,10
60238,266,117,14,292,222,44
60239,244,228,14,88,48,6
60240,312,221,14,194,121,30
60241,310,122,14,239,377,6
60242,290,46,12,299,271,10
60243,199,102,12,338,360,8
60244,291,96,14,277,244,10
60245,273,237,12,230,97,18
60246,214,267,14,249,304,10
60247,292,49,14,257,204,30
60248,253,370,14,268,137,22
60249,76,27,12,259,172,24
60250,82,20,12,124,232,18
60251,319,351,14,262,235,24
60252,305,357,14,303,242,23
60253,205,272,14,232,315,6
60254,46,60,14,322,375,6
60255,59,60,12,211,322,46
60256,82,20,12,154,227,6
60257,325,334,37,272,238,10
60258,297,293,14,276,239,7
60259,291,94,14,202,241,25
60260,310,97,12,53,53,13
60261,209,164,14,348,267,18
60262,226,228,14,234,103,10
60263,296,77,14,171,157,17
60264,163,332,12,299,229,10
60265,316,269,14,239,146,24
60266,62,58,12,277,190,18
60267,241,220,14,257,163,24
60268,250,380,14,218,249,17
60269,345,186,14,341,315,9
60270,303,67,14,253,182,24
60271,196,284,14,200,319,23
60272,280,131,14,220,215,10
60273,202,235,14,304,225,25
60274,281,99,14,282,403,17
60275,242,216,14,278,268,17
60276,254,353,14,274,355,10
60277,313,313,14,242,403,8
60278,246,345,14,232,119,6
60279,200,206,14,289,264,30
60280,236,163,14,262,361,22
60281,358,371,14,299,286,10
60282,218,282,14,349,241,17
60283,236,336,14,271,203,10
60284,275,226,14,211,298,6
60285,310,329,14,221,89,17
60286,330,380,14,230,235,7
60287,303,302,14,152,226,25
60288,307,243,14,217,342,1
60289,315,304,14,305,410,3
60290,239,209,14,271,252,10
60291,307,353,14,58,30,2
60292,304,259,14,272,172,24
60293,237,249,14,271,142,24
60294,182,215,37,158,202,25
60295,260,245,14,214,130,10
60296,254,71,14,357,185,18
60297,181,156,12,163,247,44
60298,224,265,14,291,230,33
60299,243,357,14,88,48,6
60300,177,335,12,281,238,16
60301,214,330,12,243,163,10
60302,276,133,14,236,259,17
60303,325,362,14,275,198,10
60304,285,203,14,335,237,42
60305,208,299,12,190,207,6
60306,280,261,14,289,226,7
60307,297,100,14,271,229,10
60308,239,352,14,309,250,17
60309,217,330,12,203,225,0
60310,217,209,14,293,230,23
60311,328,126,14,290,93,30
60312,318,319,14,122,297,6
60313,48,45,14,252,334,10
60314,241,207,14,249,95,30
60315,203,188,14,349,367,18
60316,316,301,14,224,117,30
60317,215,215,14,204,202,6
60318,306,310,14,256,150,24
60319,304,128,14,53,55,8
60320,302,79,14,282,233,7
60321,266,100,14,217,225,10
60322,243,218,14,229,232,10
60323,236,118,14,242,140,10
60324,289,232,14,298,242,38
60325,198,255,14,288,253,7
60326,300,410,14,254,148,16
60327,216,283,14,242,366,17
60328,201,202,14,234,103,24
60329,213,217,14,359,377,17
60330,205,199,14,320,197,6
60331,252,350,14,309,236,17
60332,253,342,14,233,234,23
60333,217,269,14,274,103,23
60334,48,45,14,449,110,46
60335,156,296,12,333,198,0
60336,298,227,14,51,53,6
60337,239,218,14,345,199,17
60338,239,218,14,193,125,7
60339,258,70,12,371,169,6
60340,211,170,37,461,99,17
60341,310,304,14,228,313,33
60342,302,359,14,312,216,6
60343,200,203,14,311,217,8
60344,195,211,14,292,244,16
60345,310,310,14,269,236,10
60346,300,139,14,298,129,23
60347,324,367,14,346,217,6
60348,169,161,37,331,330,9
60349,314,356,14,292,323,9
60350,343,326,14,235,243,17
60351,242,220,14,340,233,6
60352,220,193,14,301,246,6
60353,179,209,14,230,235,7
60354,285,251,14,268,237,10
60355,306,221,14,246,145,10
60356,209,270,14,280,234,10
60357,186,122,37,297,251,44
60358,330,317,37,294,332,17
60359,305,100,12,274,382,17
60360,294,109,14,196,290,33
60361,276,227,14,298,273,30
60362,315,220,14,283,395,10
60363,215,230,14,151,320,17
60364,257,231,14,243,213,33
60365,188,225,37,246,251,3
60366,205,212,14,207,138,7
60367,194,200,14,231,98,10
60368,153,258,37,296,233,10
60369,244,159,14,257,204,30
60370,313,344,14,306,344,8
60371,176,335,12,267,198,24
60372,285,98,14,280,184,6
60373,206,213,14,363,374,25
60374,239,334,14,305,320,24
60375,181,218,14,339,317,24
60376,304,327,14,341,365,17
60377,347,176,14,268,231,10
60378,191,209,14,278,132,16
60379,212,255,14,284,260,20
60380,234,319,14,247,185,24
60381,306,216,14,286,261,10
60382,318,385,14,270,124,10
60383,238,334,14,186,176,17
60384,250,248,14,237,93,24
60385,224,198,14,224,206,10
60386,215,220,14,243,90,10
60387,97,26,14,312,297,10
60388,281,95,14,166,329,17
60389,286,122,14,333,372,6
60390,184,250,14,301,221,7
60391,288,77,14,263,230,24
60392,308,123,14,276,234,10
60393,278,95,37,277,251,23
60394,195,211,14,282,405,6
60395,306,96,14,322,197,17
60396,215,224,14,339,347,17
60397,267,231,14,167,177,25
60398,322,112,12,252,255,20
60399,206,145,12,219,207,10
60400,224,285,14,233,211,7
60401,190,237,14,299,241,10
60402,278,369,14,317,304,24
60403,182,198,14,291,246,38
60404,267,106,12,345,347,1
60405,219,152,37,312,355,10
60406,351,172,14,289,265,21
60407,273,41,12,254,206,30
60408,234,323,14,322,375,6
60409,192,223,14,298,218,6
60410,293,33,12,351,263,18
60411,191,146,12,247,252,10
60412,237,203,14,350,361,16
60413,204,259,14,226,327,10
60414,49,53,14,351,203,25
60415,277,87,12,309,134,23
60416,341,350,14,216,358,17
60417,204,168,14,242,188,24
60418,291,82,14,278,234,10
60419,310,122,14,279,243,27
60420,65,61,14,341,314,17
60421,254,254,14,265,216,10
60422,302,306,14,238,139,6
60423,225,234,14,212,207,10
60424,283,168,14,307,309,9
60425,156,322,12,332,354,22
60426,305,103,12,251,185,16
60427,251,339,14,216,320,9
60428,280,228,14,315,198,10
60429,185,239,14,95,390,6
60430,218,339,14,290,284,24
60431,285,241,14,274,273,10
60432,196,291,12,308,328,17
60433,192,229,14,249,185,10
60434,224,208,14,140,314,23
60435,185,348,12,311,298,6
60436,101,25,12,327,344,6
60437,207,216,14,281,279,10
60438,313,68,12,251,335,2
60439,214,255,14,254,93,46
60440,211,220,14,353,377,17
60441,273,46,14,194,168,6
60442,214,268,14,282,249,10
60443,274,242,14,256,190,10
60444,195,251,14,192,129,10
60445,295,247,14,281,234,10
60446,284,44,14,254,148,16
60447,277,270,14,341,315,9
60448,318,395,14,272,238,10
60449,193,128,12,287,261,21
60450,190,237,14,213,240,17
60451,52,58,37,237,105,24
60452,324,283,14,283,257,10
60453,213,208,14,245,250,10
60454,302,141,12,241,259,10
60455,291,212,14,291,247,7
60456,214,220,14,197,240,16
60457,204,259,14,262,345,9
60458,278,115,14,239,101,24
